Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2019,4,30,Tue,23,1,5.0
1,2019,4,30,Tue,23,1,15.0
1,2019,4,30,Tue,23,1,25.0
1,2019,4,30,Tue,23,1,35.0
2,2019,4,30,Tue,23,0,5.0
2,2019,4,30,Tue,23,0,15.0
2,2019,4,30,Tue,23,0,25.0
2,2019,4,30,Tue,23,0,35.0
3,2019,4,30,Tue,23,111,5.0
3,2019,4,30,Tue,23,112,15.0
3,2019,4,30,Tue,23,111,25.0
3,2019,4,30,Tue,23,108,35.0
4,2019,4,30,Tue,23,14,5.0
4,2019,4,30,Tue,23,13,15.0
4,2019,4,30,Tue,23,13,25.0
4,2019,4,30,Tue,23,12,35.0
5,2019,4,30,Tue,23,114,5.0
5,2019,4,30,Tue,23,116,15.0
5,2019,4,30,Tue,23,117,25.0
5,2019,4,30,Tue,23,117,35.0
6,2019,4,30,Tue,23,0,5.0
6,2019,4,30,Tue,23,0,15.0
6,2019,4,30,Tue,23,0,25.0
6,2019,4,30,Tue,23,0,35.0
7,2019,4,30,Tue,23,0,5.0
7,2019,4,30,Tue,23,0,15.0
7,2019,4,30,Tue,23,0,25.0
7,2019,4,30,Tue,23,0,35.0
8,2019,4,30,Tue,23,110,5.0
8,2019,4,30,Tue,23,115,15.0
8,2019,4,30,Tue,23,117,25.0
8,2019,4,30,Tue,23,115,35.0
9,2019,4,30,Tue,23,126,5.0
9,2019,4,30,Tue,23,128,15.0
9,2019,4,30,Tue,23,129,25.0
9,2019,4,30,Tue,23,127,35.0
10,2019,4,30,Tue,23,73,5.0
10,2019,4,30,Tue,23,74,15.0
10,2019,4,30,Tue,23,72,25.0
10,2019,4,30,Tue,23,68,35.0
11,2019,4,30,Tue,23,0,5.0
11,2019,4,30,Tue,23,0,15.0
11,2019,4,30,Tue,23,0,25.0
11,2019,4,30,Tue,23,0,35.0
12,2019,4,30,Tue,23,0,5.0
12,2019,4,30,Tue,23,0,15.0
12,2019,4,30,Tue,23,0,25.0
12,2019,4,30,Tue,23,0,35.0
13,2019,4,30,Tue,23,33,5.0
13,2019,4,30,Tue,23,35,15.0
13,2019,4,30,Tue,23,37,25.0
13,2019,4,30,Tue,23,38,35.0
14,2019,4,30,Tue,23,36,5.0
14,2019,4,30,Tue,23,37,15.0
14,2019,4,30,Tue,23,38,25.0
14,2019,4,30,Tue,23,37,35.0
15,2019,4,30,Tue,23,54,5.0
15,2019,4,30,Tue,23,54,15.0
15,2019,4,30,Tue,23,53,25.0
15,2019,4,30,Tue,23,49,35.0
16,2019,4,30,Tue,23,0,5.0
16,2019,4,30,Tue,23,0,15.0
16,2019,4,30,Tue,23,0,25.0
16,2019,4,30,Tue,23,0,35.0
17,2019,4,30,Tue,23,0,5.0
17,2019,4,30,Tue,23,0,15.0
17,2019,4,30,Tue,23,0,25.0
17,2019,4,30,Tue,23,0,35.0
18,2019,4,30,Tue,23,6,5.0
18,2019,4,30,Tue,23,6,15.0
18,2019,4,30,Tue,23,6,25.0
18,2019,4,30,Tue,23,6,35.0
19,2019,4,30,Tue,23,20,5.0
19,2019,4,30,Tue,23,20,15.0
19,2019,4,30,Tue,23,21,25.0
19,2019,4,30,Tue,23,21,35.0
20,2019,4,30,Tue,23,36,5.0
20,2019,4,30,Tue,23,37,15.0
20,2019,4,30,Tue,23,38,25.0
20,2019,4,30,Tue,23,37,35.0
21,2019,4,30,Tue,23,0,5.0
21,2019,4,30,Tue,23,0,15.0
21,2019,4,30,Tue,23,0,25.0
21,2019,4,30,Tue,23,0,35.0
22,2019,4,30,Tue,23,0,5.0
22,2019,4,30,Tue,23,0,15.0
22,2019,4,30,Tue,23,0,25.0
22,2019,4,30,Tue,23,0,35.0
23,2019,4,30,Tue,23,0,5.0
23,2019,4,30,Tue,23,0,15.0
23,2019,4,30,Tue,23,0,25.0
23,2019,4,30,Tue,23,0,35.0
24,2019,4,30,Tue,23,16,5.0
24,2019,4,30,Tue,23,16,15.0
24,2019,4,30,Tue,23,16,25.0
24,2019,4,30,Tue,23,16,35.0
25,2019,4,30,Tue,23,31,5.0
25,2019,4,30,Tue,23,32,15.0
25,2019,4,30,Tue,23,32,25.0
25,2019,4,30,Tue,23,31,35.0
