Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2019,4,15,Mon,18,3,5.0
1,2019,4,15,Mon,18,2,15.0
1,2019,4,15,Mon,18,2,25.0
1,2019,4,15,Mon,18,2,35.0
2,2019,4,15,Mon,18,0,5.0
2,2019,4,15,Mon,18,0,15.0
2,2019,4,15,Mon,18,0,25.0
2,2019,4,15,Mon,18,0,35.0
3,2019,4,15,Mon,18,90,5.0
3,2019,4,15,Mon,18,92,15.0
3,2019,4,15,Mon,18,93,25.0
3,2019,4,15,Mon,18,93,35.0
4,2019,4,15,Mon,18,17,5.0
4,2019,4,15,Mon,18,16,15.0
4,2019,4,15,Mon,18,16,25.0
4,2019,4,15,Mon,18,16,35.0
5,2019,4,15,Mon,18,159,5.0
5,2019,4,15,Mon,18,157,15.0
5,2019,4,15,Mon,18,155,25.0
5,2019,4,15,Mon,18,151,35.0
6,2019,4,15,Mon,18,0,5.0
6,2019,4,15,Mon,18,0,15.0
6,2019,4,15,Mon,18,0,25.0
6,2019,4,15,Mon,18,0,35.0
7,2019,4,15,Mon,18,0,5.0
7,2019,4,15,Mon,18,0,15.0
7,2019,4,15,Mon,18,0,25.0
7,2019,4,15,Mon,18,0,35.0
8,2019,4,15,Mon,18,81,5.0
8,2019,4,15,Mon,18,84,15.0
8,2019,4,15,Mon,18,87,25.0
8,2019,4,15,Mon,18,89,35.0
9,2019,4,15,Mon,18,79,5.0
9,2019,4,15,Mon,18,80,15.0
9,2019,4,15,Mon,18,81,25.0
9,2019,4,15,Mon,18,80,35.0
10,2019,4,15,Mon,18,59,5.0
10,2019,4,15,Mon,18,60,15.0
10,2019,4,15,Mon,18,61,25.0
10,2019,4,15,Mon,18,60,35.0
11,2019,4,15,Mon,18,0,5.0
11,2019,4,15,Mon,18,0,15.0
11,2019,4,15,Mon,18,0,25.0
11,2019,4,15,Mon,18,0,35.0
12,2019,4,15,Mon,18,0,5.0
12,2019,4,15,Mon,18,0,15.0
12,2019,4,15,Mon,18,0,25.0
12,2019,4,15,Mon,18,0,35.0
13,2019,4,15,Mon,18,62,5.0
13,2019,4,15,Mon,18,62,15.0
13,2019,4,15,Mon,18,61,25.0
13,2019,4,15,Mon,18,59,35.0
14,2019,4,15,Mon,18,43,5.0
14,2019,4,15,Mon,18,43,15.0
14,2019,4,15,Mon,18,43,25.0
14,2019,4,15,Mon,18,42,35.0
15,2019,4,15,Mon,18,58,5.0
15,2019,4,15,Mon,18,60,15.0
15,2019,4,15,Mon,18,60,25.0
15,2019,4,15,Mon,18,61,35.0
16,2019,4,15,Mon,18,0,5.0
16,2019,4,15,Mon,18,0,15.0
16,2019,4,15,Mon,18,0,25.0
16,2019,4,15,Mon,18,0,35.0
17,2019,4,15,Mon,18,0,5.0
17,2019,4,15,Mon,18,0,15.0
17,2019,4,15,Mon,18,0,25.0
17,2019,4,15,Mon,18,0,35.0
18,2019,4,15,Mon,18,15,5.0
18,2019,4,15,Mon,18,15,15.0
18,2019,4,15,Mon,18,15,25.0
18,2019,4,15,Mon,18,15,35.0
19,2019,4,15,Mon,18,31,5.0
19,2019,4,15,Mon,18,31,15.0
19,2019,4,15,Mon,18,31,25.0
19,2019,4,15,Mon,18,31,35.0
20,2019,4,15,Mon,18,40,5.0
20,2019,4,15,Mon,18,41,15.0
20,2019,4,15,Mon,18,42,25.0
20,2019,4,15,Mon,18,42,35.0
21,2019,4,15,Mon,18,0,5.0
21,2019,4,15,Mon,18,0,15.0
21,2019,4,15,Mon,18,0,25.0
21,2019,4,15,Mon,18,0,35.0
22,2019,4,15,Mon,18,0,5.0
22,2019,4,15,Mon,18,0,15.0
22,2019,4,15,Mon,18,0,25.0
22,2019,4,15,Mon,18,0,35.0
23,2019,4,15,Mon,18,0,5.0
23,2019,4,15,Mon,18,0,15.0
23,2019,4,15,Mon,18,0,25.0
23,2019,4,15,Mon,18,0,35.0
24,2019,4,15,Mon,18,30,5.0
24,2019,4,15,Mon,18,30,15.0
24,2019,4,15,Mon,18,29,25.0
24,2019,4,15,Mon,18,28,35.0
25,2019,4,15,Mon,18,20,5.0
25,2019,4,15,Mon,18,20,15.0
25,2019,4,15,Mon,18,21,25.0
25,2019,4,15,Mon,18,21,35.0
