Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2019,2,26,Tue,18,0,5.0
1,2019,2,26,Tue,18,0,15.0
1,2019,2,26,Tue,18,0,25.0
1,2019,2,26,Tue,18,0,35.0
2,2019,2,26,Tue,18,0,5.0
2,2019,2,26,Tue,18,0,15.0
2,2019,2,26,Tue,18,0,25.0
2,2019,2,26,Tue,18,0,35.0
3,2019,2,26,Tue,18,113,5.0
3,2019,2,26,Tue,18,111,15.0
3,2019,2,26,Tue,18,108,25.0
3,2019,2,26,Tue,18,104,35.0
4,2019,2,26,Tue,18,16,5.0
4,2019,2,26,Tue,18,17,15.0
4,2019,2,26,Tue,18,17,25.0
4,2019,2,26,Tue,18,17,35.0
5,2019,2,26,Tue,18,174,5.0
5,2019,2,26,Tue,18,169,15.0
5,2019,2,26,Tue,18,163,25.0
5,2019,2,26,Tue,18,156,35.0
6,2019,2,26,Tue,18,0,5.0
6,2019,2,26,Tue,18,0,15.0
6,2019,2,26,Tue,18,0,25.0
6,2019,2,26,Tue,18,0,35.0
7,2019,2,26,Tue,18,0,5.0
7,2019,2,26,Tue,18,0,15.0
7,2019,2,26,Tue,18,0,25.0
7,2019,2,26,Tue,18,0,35.0
8,2019,2,26,Tue,18,112,5.0
8,2019,2,26,Tue,18,112,15.0
8,2019,2,26,Tue,18,110,25.0
8,2019,2,26,Tue,18,108,35.0
9,2019,2,26,Tue,18,103,5.0
9,2019,2,26,Tue,18,101,15.0
9,2019,2,26,Tue,18,99,25.0
9,2019,2,26,Tue,18,95,35.0
10,2019,2,26,Tue,18,75,5.0
10,2019,2,26,Tue,18,73,15.0
10,2019,2,26,Tue,18,71,25.0
10,2019,2,26,Tue,18,69,35.0
11,2019,2,26,Tue,18,0,5.0
11,2019,2,26,Tue,18,0,15.0
11,2019,2,26,Tue,18,0,25.0
11,2019,2,26,Tue,18,0,35.0
12,2019,2,26,Tue,18,0,5.0
12,2019,2,26,Tue,18,0,15.0
12,2019,2,26,Tue,18,0,25.0
12,2019,2,26,Tue,18,0,35.0
13,2019,2,26,Tue,18,72,5.0
13,2019,2,26,Tue,18,71,15.0
13,2019,2,26,Tue,18,69,25.0
13,2019,2,26,Tue,18,66,35.0
14,2019,2,26,Tue,18,55,5.0
14,2019,2,26,Tue,18,55,15.0
14,2019,2,26,Tue,18,53,25.0
14,2019,2,26,Tue,18,52,35.0
15,2019,2,26,Tue,18,74,5.0
15,2019,2,26,Tue,18,73,15.0
15,2019,2,26,Tue,18,72,25.0
15,2019,2,26,Tue,18,70,35.0
16,2019,2,26,Tue,18,0,5.0
16,2019,2,26,Tue,18,0,15.0
16,2019,2,26,Tue,18,0,25.0
16,2019,2,26,Tue,18,0,35.0
17,2019,2,26,Tue,18,0,5.0
17,2019,2,26,Tue,18,0,15.0
17,2019,2,26,Tue,18,0,25.0
17,2019,2,26,Tue,18,0,35.0
18,2019,2,26,Tue,18,14,5.0
18,2019,2,26,Tue,18,14,15.0
18,2019,2,26,Tue,18,14,25.0
18,2019,2,26,Tue,18,14,35.0
19,2019,2,26,Tue,18,36,5.0
19,2019,2,26,Tue,18,36,15.0
19,2019,2,26,Tue,18,35,25.0
19,2019,2,26,Tue,18,34,35.0
20,2019,2,26,Tue,18,51,5.0
20,2019,2,26,Tue,18,52,15.0
20,2019,2,26,Tue,18,51,25.0
20,2019,2,26,Tue,18,50,35.0
21,2019,2,26,Tue,18,0,5.0
21,2019,2,26,Tue,18,0,15.0
21,2019,2,26,Tue,18,0,25.0
21,2019,2,26,Tue,18,0,35.0
22,2019,2,26,Tue,18,0,5.0
22,2019,2,26,Tue,18,0,15.0
22,2019,2,26,Tue,18,0,25.0
22,2019,2,26,Tue,18,0,35.0
23,2019,2,26,Tue,18,0,5.0
23,2019,2,26,Tue,18,0,15.0
23,2019,2,26,Tue,18,0,25.0
23,2019,2,26,Tue,18,0,35.0
24,2019,2,26,Tue,18,34,5.0
24,2019,2,26,Tue,18,33,15.0
24,2019,2,26,Tue,18,33,25.0
24,2019,2,26,Tue,18,32,35.0
25,2019,2,26,Tue,18,29,5.0
25,2019,2,26,Tue,18,29,15.0
25,2019,2,26,Tue,18,28,25.0
25,2019,2,26,Tue,18,27,35.0
