Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2019,3,12,Tue,20,1,5.0
1,2019,3,12,Tue,20,0,15.0
1,2019,3,12,Tue,20,0,25.0
1,2019,3,12,Tue,20,0,35.0
2,2019,3,12,Tue,20,0,5.0
2,2019,3,12,Tue,20,0,15.0
2,2019,3,12,Tue,20,0,25.0
2,2019,3,12,Tue,20,0,35.0
3,2019,3,12,Tue,20,110,5.0
3,2019,3,12,Tue,20,110,15.0
3,2019,3,12,Tue,20,112,25.0
3,2019,3,12,Tue,20,113,35.0
4,2019,3,12,Tue,20,18,5.0
4,2019,3,12,Tue,20,18,15.0
4,2019,3,12,Tue,20,18,25.0
4,2019,3,12,Tue,20,18,35.0
5,2019,3,12,Tue,20,157,5.0
5,2019,3,12,Tue,20,156,15.0
5,2019,3,12,Tue,20,156,25.0
5,2019,3,12,Tue,20,157,35.0
6,2019,3,12,Tue,20,0,5.0
6,2019,3,12,Tue,20,0,15.0
6,2019,3,12,Tue,20,0,25.0
6,2019,3,12,Tue,20,0,35.0
7,2019,3,12,Tue,20,0,5.0
7,2019,3,12,Tue,20,0,15.0
7,2019,3,12,Tue,20,0,25.0
7,2019,3,12,Tue,20,0,35.0
8,2019,3,12,Tue,20,110,5.0
8,2019,3,12,Tue,20,111,15.0
8,2019,3,12,Tue,20,113,25.0
8,2019,3,12,Tue,20,115,35.0
9,2019,3,12,Tue,20,120,5.0
9,2019,3,12,Tue,20,121,15.0
9,2019,3,12,Tue,20,122,25.0
9,2019,3,12,Tue,20,123,35.0
10,2019,3,12,Tue,20,78,5.0
10,2019,3,12,Tue,20,77,15.0
10,2019,3,12,Tue,20,78,25.0
10,2019,3,12,Tue,20,79,35.0
11,2019,3,12,Tue,20,0,5.0
11,2019,3,12,Tue,20,0,15.0
11,2019,3,12,Tue,20,0,25.0
11,2019,3,12,Tue,20,0,35.0
12,2019,3,12,Tue,20,0,5.0
12,2019,3,12,Tue,20,0,15.0
12,2019,3,12,Tue,20,0,25.0
12,2019,3,12,Tue,20,0,35.0
13,2019,3,12,Tue,20,47,5.0
13,2019,3,12,Tue,20,46,15.0
13,2019,3,12,Tue,20,45,25.0
13,2019,3,12,Tue,20,45,35.0
14,2019,3,12,Tue,20,47,5.0
14,2019,3,12,Tue,20,46,15.0
14,2019,3,12,Tue,20,46,25.0
14,2019,3,12,Tue,20,45,35.0
15,2019,3,12,Tue,20,70,5.0
15,2019,3,12,Tue,20,69,15.0
15,2019,3,12,Tue,20,69,25.0
15,2019,3,12,Tue,20,69,35.0
16,2019,3,12,Tue,20,0,5.0
16,2019,3,12,Tue,20,0,15.0
16,2019,3,12,Tue,20,0,25.0
16,2019,3,12,Tue,20,0,35.0
17,2019,3,12,Tue,20,0,5.0
17,2019,3,12,Tue,20,0,15.0
17,2019,3,12,Tue,20,0,25.0
17,2019,3,12,Tue,20,0,35.0
18,2019,3,12,Tue,20,9,5.0
18,2019,3,12,Tue,20,9,15.0
18,2019,3,12,Tue,20,9,25.0
18,2019,3,12,Tue,20,9,35.0
19,2019,3,12,Tue,20,29,5.0
19,2019,3,12,Tue,20,29,15.0
19,2019,3,12,Tue,20,29,25.0
19,2019,3,12,Tue,20,29,35.0
20,2019,3,12,Tue,20,44,5.0
20,2019,3,12,Tue,20,44,15.0
20,2019,3,12,Tue,20,45,25.0
20,2019,3,12,Tue,20,47,35.0
21,2019,3,12,Tue,20,0,5.0
21,2019,3,12,Tue,20,0,15.0
21,2019,3,12,Tue,20,0,25.0
21,2019,3,12,Tue,20,0,35.0
22,2019,3,12,Tue,20,0,5.0
22,2019,3,12,Tue,20,0,15.0
22,2019,3,12,Tue,20,0,25.0
22,2019,3,12,Tue,20,0,35.0
23,2019,3,12,Tue,20,0,5.0
23,2019,3,12,Tue,20,0,15.0
23,2019,3,12,Tue,20,0,25.0
23,2019,3,12,Tue,20,0,35.0
24,2019,3,12,Tue,20,25,5.0
24,2019,3,12,Tue,20,24,15.0
24,2019,3,12,Tue,20,22,25.0
24,2019,3,12,Tue,20,21,35.0
25,2019,3,12,Tue,20,36,5.0
25,2019,3,12,Tue,20,37,15.0
25,2019,3,12,Tue,20,38,25.0
25,2019,3,12,Tue,20,39,35.0
