Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,11,23,Fri,23,2,5.0
1,2018,11,23,Fri,23,1,15.0
1,2018,11,23,Fri,23,1,25.0
1,2018,11,23,Fri,23,1,35.0
2,2018,11,23,Fri,23,0,5.0
2,2018,11,23,Fri,23,0,15.0
2,2018,11,23,Fri,23,0,25.0
2,2018,11,23,Fri,23,0,35.0
3,2018,11,23,Fri,23,107,5.0
3,2018,11,23,Fri,23,109,15.0
3,2018,11,23,Fri,23,110,25.0
3,2018,11,23,Fri,23,109,35.0
4,2018,11,23,Fri,23,13,5.0
4,2018,11,23,Fri,23,12,15.0
4,2018,11,23,Fri,23,11,25.0
4,2018,11,23,Fri,23,11,35.0
5,2018,11,23,Fri,23,125,5.0
5,2018,11,23,Fri,23,126,15.0
5,2018,11,23,Fri,23,127,25.0
5,2018,11,23,Fri,23,127,35.0
6,2018,11,23,Fri,23,0,5.0
6,2018,11,23,Fri,23,0,15.0
6,2018,11,23,Fri,23,0,25.0
6,2018,11,23,Fri,23,0,35.0
7,2018,11,23,Fri,23,0,5.0
7,2018,11,23,Fri,23,0,15.0
7,2018,11,23,Fri,23,0,25.0
7,2018,11,23,Fri,23,0,35.0
8,2018,11,23,Fri,23,107,5.0
8,2018,11,23,Fri,23,110,15.0
8,2018,11,23,Fri,23,111,25.0
8,2018,11,23,Fri,23,110,35.0
9,2018,11,23,Fri,23,117,5.0
9,2018,11,23,Fri,23,118,15.0
9,2018,11,23,Fri,23,119,25.0
9,2018,11,23,Fri,23,118,35.0
10,2018,11,23,Fri,23,76,5.0
10,2018,11,23,Fri,23,77,15.0
10,2018,11,23,Fri,23,75,25.0
10,2018,11,23,Fri,23,72,35.0
11,2018,11,23,Fri,23,0,5.0
11,2018,11,23,Fri,23,0,15.0
11,2018,11,23,Fri,23,0,25.0
11,2018,11,23,Fri,23,0,35.0
12,2018,11,23,Fri,23,0,5.0
12,2018,11,23,Fri,23,0,15.0
12,2018,11,23,Fri,23,0,25.0
12,2018,11,23,Fri,23,0,35.0
13,2018,11,23,Fri,23,36,5.0
13,2018,11,23,Fri,23,38,15.0
13,2018,11,23,Fri,23,39,25.0
13,2018,11,23,Fri,23,39,35.0
14,2018,11,23,Fri,23,39,5.0
14,2018,11,23,Fri,23,40,15.0
14,2018,11,23,Fri,23,40,25.0
14,2018,11,23,Fri,23,40,35.0
15,2018,11,23,Fri,23,59,5.0
15,2018,11,23,Fri,23,59,15.0
15,2018,11,23,Fri,23,59,25.0
15,2018,11,23,Fri,23,56,35.0
16,2018,11,23,Fri,23,0,5.0
16,2018,11,23,Fri,23,0,15.0
16,2018,11,23,Fri,23,0,25.0
16,2018,11,23,Fri,23,0,35.0
17,2018,11,23,Fri,23,0,5.0
17,2018,11,23,Fri,23,0,15.0
17,2018,11,23,Fri,23,0,25.0
17,2018,11,23,Fri,23,0,35.0
18,2018,11,23,Fri,23,6,5.0
18,2018,11,23,Fri,23,6,15.0
18,2018,11,23,Fri,23,6,25.0
18,2018,11,23,Fri,23,6,35.0
19,2018,11,23,Fri,23,23,5.0
19,2018,11,23,Fri,23,24,15.0
19,2018,11,23,Fri,23,24,25.0
19,2018,11,23,Fri,23,24,35.0
20,2018,11,23,Fri,23,43,5.0
20,2018,11,23,Fri,23,44,15.0
20,2018,11,23,Fri,23,45,25.0
20,2018,11,23,Fri,23,45,35.0
21,2018,11,23,Fri,23,0,5.0
21,2018,11,23,Fri,23,0,15.0
21,2018,11,23,Fri,23,0,25.0
21,2018,11,23,Fri,23,0,35.0
22,2018,11,23,Fri,23,0,5.0
22,2018,11,23,Fri,23,0,15.0
22,2018,11,23,Fri,23,0,25.0
22,2018,11,23,Fri,23,0,35.0
23,2018,11,23,Fri,23,0,5.0
23,2018,11,23,Fri,23,0,15.0
23,2018,11,23,Fri,23,0,25.0
23,2018,11,23,Fri,23,0,35.0
24,2018,11,23,Fri,23,17,5.0
24,2018,11,23,Fri,23,18,15.0
24,2018,11,23,Fri,23,18,25.0
24,2018,11,23,Fri,23,18,35.0
25,2018,11,23,Fri,23,34,5.0
25,2018,11,23,Fri,23,35,15.0
25,2018,11,23,Fri,23,36,25.0
25,2018,11,23,Fri,23,36,35.0
