Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,11,19,Mon,3,0,5.0
1,2018,11,19,Mon,3,0,15.0
1,2018,11,19,Mon,3,0,25.0
1,2018,11,19,Mon,3,0,35.0
2,2018,11,19,Mon,3,0,5.0
2,2018,11,19,Mon,3,0,15.0
2,2018,11,19,Mon,3,0,25.0
2,2018,11,19,Mon,3,0,35.0
3,2018,11,19,Mon,3,47,5.0
3,2018,11,19,Mon,3,46,15.0
3,2018,11,19,Mon,3,45,25.0
3,2018,11,19,Mon,3,44,35.0
4,2018,11,19,Mon,3,5,5.0
4,2018,11,19,Mon,3,4,15.0
4,2018,11,19,Mon,3,3,25.0
4,2018,11,19,Mon,3,2,35.0
5,2018,11,19,Mon,3,81,5.0
5,2018,11,19,Mon,3,79,15.0
5,2018,11,19,Mon,3,77,25.0
5,2018,11,19,Mon,3,75,35.0
6,2018,11,19,Mon,3,0,5.0
6,2018,11,19,Mon,3,0,15.0
6,2018,11,19,Mon,3,0,25.0
6,2018,11,19,Mon,3,0,35.0
7,2018,11,19,Mon,3,0,5.0
7,2018,11,19,Mon,3,0,15.0
7,2018,11,19,Mon,3,0,25.0
7,2018,11,19,Mon,3,0,35.0
8,2018,11,19,Mon,3,29,5.0
8,2018,11,19,Mon,3,29,15.0
8,2018,11,19,Mon,3,28,25.0
8,2018,11,19,Mon,3,27,35.0
9,2018,11,19,Mon,3,27,5.0
9,2018,11,19,Mon,3,27,15.0
9,2018,11,19,Mon,3,25,25.0
9,2018,11,19,Mon,3,24,35.0
10,2018,11,19,Mon,3,33,5.0
10,2018,11,19,Mon,3,33,15.0
10,2018,11,19,Mon,3,32,25.0
10,2018,11,19,Mon,3,31,35.0
11,2018,11,19,Mon,3,0,5.0
11,2018,11,19,Mon,3,0,15.0
11,2018,11,19,Mon,3,0,25.0
11,2018,11,19,Mon,3,0,35.0
12,2018,11,19,Mon,3,0,5.0
12,2018,11,19,Mon,3,0,15.0
12,2018,11,19,Mon,3,0,25.0
12,2018,11,19,Mon,3,0,35.0
13,2018,11,19,Mon,3,23,5.0
13,2018,11,19,Mon,3,23,15.0
13,2018,11,19,Mon,3,23,25.0
13,2018,11,19,Mon,3,22,35.0
14,2018,11,19,Mon,3,18,5.0
14,2018,11,19,Mon,3,18,15.0
14,2018,11,19,Mon,3,18,25.0
14,2018,11,19,Mon,3,18,35.0
15,2018,11,19,Mon,3,26,5.0
15,2018,11,19,Mon,3,24,15.0
15,2018,11,19,Mon,3,23,25.0
15,2018,11,19,Mon,3,22,35.0
16,2018,11,19,Mon,3,0,5.0
16,2018,11,19,Mon,3,0,15.0
16,2018,11,19,Mon,3,0,25.0
16,2018,11,19,Mon,3,0,35.0
17,2018,11,19,Mon,3,0,5.0
17,2018,11,19,Mon,3,0,15.0
17,2018,11,19,Mon,3,0,25.0
17,2018,11,19,Mon,3,0,35.0
18,2018,11,19,Mon,3,3,5.0
18,2018,11,19,Mon,3,3,15.0
18,2018,11,19,Mon,3,4,25.0
18,2018,11,19,Mon,3,4,35.0
19,2018,11,19,Mon,3,13,5.0
19,2018,11,19,Mon,3,12,15.0
19,2018,11,19,Mon,3,12,25.0
19,2018,11,19,Mon,3,12,35.0
20,2018,11,19,Mon,3,25,5.0
20,2018,11,19,Mon,3,24,15.0
20,2018,11,19,Mon,3,23,25.0
20,2018,11,19,Mon,3,23,35.0
21,2018,11,19,Mon,3,0,5.0
21,2018,11,19,Mon,3,0,15.0
21,2018,11,19,Mon,3,0,25.0
21,2018,11,19,Mon,3,0,35.0
22,2018,11,19,Mon,3,0,5.0
22,2018,11,19,Mon,3,0,15.0
22,2018,11,19,Mon,3,0,25.0
22,2018,11,19,Mon,3,0,35.0
23,2018,11,19,Mon,3,0,5.0
23,2018,11,19,Mon,3,0,15.0
23,2018,11,19,Mon,3,0,25.0
23,2018,11,19,Mon,3,0,35.0
24,2018,11,19,Mon,3,14,5.0
24,2018,11,19,Mon,3,14,15.0
24,2018,11,19,Mon,3,14,25.0
24,2018,11,19,Mon,3,14,35.0
25,2018,11,19,Mon,3,16,5.0
25,2018,11,19,Mon,3,16,15.0
25,2018,11,19,Mon,3,16,25.0
25,2018,11,19,Mon,3,16,35.0
